"Saanich_010"	"Saanich_100"	"Saanich_120"	"Saanich_135"	"Saanich_150"	"Saanich_165"	"Saanich_200"
"Asv647"	0	0	0	0	0	0	249
"Asv648"	0	0	33	0	16	68	0
"Asv649"	0	0	0	0	0	0	49
"Asv650"	0	0	0	0	9	0	0
"Asv651"	0	0	0	0	0	0	22
"Asv652"	35	0	0	0	0	0	0
"Asv653"	0	0	0	0	0	0	30
"Asv654"	0	0	55	0	19	0	0
"Asv655"	0	0	0	5	0	0	0
"Asv656"	0	254	96	56	0	30	0
"Asv657"	76	79	54	0	0	0	0
"Asv658"	0	0	0	0	0	35	0
"Asv659"	0	36	0	0	0	0	0
"Asv660"	0	0	47	0	45	0	0
"Asv661"	34	0	0	0	0	0	0
"Asv662"	0	25	0	0	0	15	0
"Asv663"	208	0	0	32	0	0	0
"Asv664"	0	39	0	0	0	0	0
"Asv665"	5	0	0	0	0	0	0
"Asv666"	232	120	0	0	0	31	0
"Asv667"	889	0	0	0	26	0	0
"Asv668"	0	0	0	0	0	0	41
"Asv669"	56	0	0	0	0	0	0
"Asv670"	0	32	0	0	0	0	0
"Asv671"	0	0	0	0	0	0	36
"Asv672"	0	0	32	0	27	63	0
"Asv673"	21	0	0	0	0	0	0
"Asv674"	36	101	76	28	0	0	0
"Asv675"	0	0	0	0	0	17	0
"Asv676"	0	0	56	0	0	55	0
"Asv677"	0	0	0	0	0	38	0
"Asv678"	479	243	152	77	27	0	0
"Asv679"	0	0	0	0	0	0	32
"Asv680"	0	0	0	0	45	0	0
"Asv681"	0	0	0	0	0	0	42
"Asv682"	73	0	0	0	0	0	0
"Asv683"	0	0	20	0	0	0	0
"Asv684"	393	23	36	28	0	0	0
"Asv685"	0	0	0	0	0	0	12
"Asv686"	0	32	47	0	0	13	0
"Asv687"	0	0	22	0	0	0	0
"Asv688"	81	18	0	0	0	0	0
"Asv689"	0	42	0	0	0	0	0
"Asv690"	0	0	0	0	0	0	5
"Asv691"	0	0	0	0	89	56	0
"Asv692"	25	0	0	0	0	0	0
"Asv693"	0	0	0	0	0	0	59
"Asv694"	0	0	0	0	0	0	17
"Asv695"	28	273	142	78	34	23	0
"Asv696"	124	293	202	85	32	0	0
"Asv697"	0	0	0	0	0	35	0
"Asv698"	0	20	0	0	0	0	0
"Asv699"	0	0	0	0	22	0	0
"Asv700"	31	0	0	0	0	0	0
"Asv701"	0	0	0	0	0	0	78
"Asv702"	0	0	7	0	14	0	0
"Asv703"	0	50	0	0	0	0	0
"Asv704"	0	0	0	0	6	0	0
"Asv705"	0	0	18	0	0	0	0
"Asv706"	483	41	52	0	36	0	0
"Asv707"	0	0	0	0	0	39	0
"Asv708"	0	0	0	0	0	0	240
"Asv709"	0	0	0	9	0	0	0
"Asv710"	0	0	11	0	0	0	0
"Asv711"	0	0	29	0	0	0	0
"Asv712"	53	0	0	0	0	0	0
"Asv713"	0	0	17	26	0	0	0
"Asv714"	0	7	0	0	0	0	0
"Asv715"	0	42	64	31	0	0	0
"Asv716"	0	0	0	0	0	0	3
"Asv717"	0	46	41	37	0	0	0
"Asv718"	0	33	38	43	17	47	0
"Asv719"	0	50	0	0	10	0	0
"Asv720"	0	0	0	0	3	0	0
"Asv721"	0	0	0	0	0	22	0
"Asv722"	0	142	156	61	57	126	0
"Asv723"	0	0	22	0	0	0	0
"Asv724"	99	1603	730	192	48	59	0
"Asv725"	0	0	0	0	0	0	26
"Asv726"	0	0	0	0	15	0	0
"Asv727"	0	0	0	24	30	45	0
"Asv728"	25	0	0	0	0	0	0
"Asv729"	21	53	0	40	0	0	0
"Asv730"	0	0	65	68	87	1027	0
"Asv731"	0	0	0	0	17	0	0
"Asv732"	0	0	0	38	40	29	0
"Asv733"	0	0	0	0	0	0	5
"Asv734"	0	0	0	0	0	0	12
"Asv735"	0	0	0	0	0	0	12
"Asv736"	0	0	0	0	0	0	60
"Asv737"	0	0	0	0	0	0	63
"Asv738"	0	0	0	0	0	0	17
"Asv739"	0	26	77	580	1502	824	0
"Asv740"	0	0	0	0	0	0	30
"Asv741"	0	0	13	0	0	71	0
"Asv742"	0	0	0	0	29	0	0
"Asv743"	0	18	12	0	0	0	0
"Asv744"	0	26	30	44	0	33	0
"Asv745"	0	0	0	0	0	0	18
"Asv746"	17	0	0	0	0	0	0
"Asv747"	0	43	0	0	0	0	0
"Asv748"	0	125	124	77	77	0	0
"Asv749"	0	0	21	0	0	0	0
"Asv750"	54	0	0	0	0	0	0
"Asv751"	0	538	647	351	245	99	0
"Asv752"	83	0	0	19	0	0	0
"Asv753"	0	0	0	20	0	0	0
"Asv754"	0	0	40	35	0	0	0
"Asv755"	0	0	0	0	34	0	0
"Asv756"	27	0	0	0	0	0	0
"Asv757"	0	0	0	0	0	4	0
"Asv758"	0	35	71	24	0	0	0
"Asv759"	0	0	0	0	49	0	0
"Asv760"	0	14	0	0	0	0	0
"Asv761"	0	0	0	0	0	13	0
"Asv762"	0	11	40	0	0	37	0
"Asv763"	0	27	39	27	52	0	0
"Asv764"	25	0	0	0	0	0	0
"Asv765"	0	0	0	0	0	0	6
"Asv766"	0	47	0	0	0	0	0
"Asv767"	39	17	32	21	0	0	0
"Asv768"	29	0	0	0	0	0	0
"Asv769"	0	0	0	0	0	0	4
"Asv770"	0	0	0	0	0	18	0
"Asv771"	46	0	0	0	0	0	0
"Asv772"	0	0	0	37	28	0	0
"Asv773"	0	0	0	39	31	0	0
"Asv774"	93	0	0	0	0	0	0
"Asv775"	0	0	0	0	0	0	16
"Asv776"	0	0	0	0	0	0	26
"Asv777"	0	0	41	0	0	0	0
"Asv778"	61	0	0	0	0	0	0
"Asv779"	0	11	0	0	0	0	0
"Asv780"	0	0	0	0	19	0	0
"Asv781"	0	0	0	0	0	0	23
"Asv782"	0	0	0	47	0	0	0
"Asv783"	0	0	0	0	0	0	9
"Asv784"	0	0	32	0	47	20	0
"Asv785"	0	0	0	0	0	0	22
"Asv786"	3	0	0	0	0	0	0
"Asv787"	0	0	0	0	0	0	30
"Asv788"	0	0	0	0	10	0	0
"Asv789"	0	0	0	19	0	27	0
"Asv790"	2	0	0	0	0	0	0
"Asv791"	0	0	0	0	0	0	11
"Asv792"	0	0	0	0	0	0	43
"Asv793"	25	0	0	0	0	0	0
"Asv794"	0	0	0	0	0	0	61
"Asv795"	0	0	0	17	0	0	0
"Asv796"	0	0	0	0	0	0	18
"Asv797"	0	0	0	0	0	26	0
"Asv798"	0	0	0	0	0	0	50
"Asv799"	0	219	240	114	68	18	0
"Asv800"	0	157	81	82	0	0	0
"Asv801"	0	0	6	13	0	44	0
"Asv802"	0	0	0	0	0	54	0
"Asv803"	0	0	0	0	0	18	0
"Asv804"	0	0	0	0	0	0	31
"Asv805"	326	44	53	22	0	0	0
"Asv806"	0	0	11	0	0	0	0
"Asv807"	42	0	0	0	0	0	0
"Asv808"	0	44	0	0	0	0	0
"Asv809"	0	0	37	0	0	0	0
"Asv810"	790	109	42	67	25	0	0
"Asv811"	0	0	0	0	0	31	0
"Asv812"	0	28	23	0	0	56	0
"Asv813"	0	11	0	0	0	0	0
"Asv814"	0	19	0	28	40	0	0
"Asv815"	53	0	0	0	0	0	0
"Asv816"	0	76	46	22	0	0	0
"Asv817"	12	0	0	0	21	6	0
"Asv818"	0	55	34	0	58	51	0
"Asv819"	27	0	0	0	0	0	0
"Asv820"	20	49	47	0	0	0	0
"Asv821"	0	0	0	0	0	0	8
"Asv822"	0	78	0	0	0	0	0
"Asv823"	0	64	310	360	337	1295	0
"Asv824"	0	0	0	0	0	0	57
"Asv825"	0	0	0	0	0	11	0
"Asv826"	0	0	0	0	0	0	46
"Asv827"	0	302	401	269	345	297	0
"Asv828"	0	0	72	41	0	0	0
"Asv829"	0	57	44	0	0	0	0
"Asv830"	0	29	48	65	34	17	0
"Asv831"	0	0	0	0	0	0	58
"Asv832"	0	25	18	0	0	0	0
"Asv833"	0	0	49	0	0	0	0
"Asv834"	0	0	0	0	0	6	0
"Asv835"	16	52	0	0	0	0	0
"Asv836"	0	43	0	0	0	0	0
"Asv837"	0	0	49	0	0	0	0
"Asv838"	0	46	0	13	0	0	0
"Asv839"	0	0	0	0	0	73	0
"Asv840"	0	0	0	0	0	0	8
"Asv841"	72	0	0	0	0	0	0
"Asv842"	0	2	0	0	0	0	0
"Asv843"	129	0	0	0	0	0	0
"Asv844"	0	0	40	25	8	0	0
"Asv845"	31	0	0	0	0	0	0
"Asv846"	29	98	221	162	108	334	0
"Asv847"	37	0	0	0	0	0	0
"Asv848"	146	175	104	90	38	15	0
"Asv849"	0	0	0	0	0	0	26
"Asv850"	0	0	20	0	0	0	0
"Asv851"	19	17	0	0	0	0	0
"Asv852"	0	0	0	0	0	0	30
"Asv853"	0	0	0	0	0	0	20
"Asv854"	0	0	0	0	0	0	2666
"Asv855"	0	0	16	0	0	0	0
"Asv856"	0	16	0	11	0	0	0
"Asv857"	0	0	0	69	0	0	0
"Asv858"	0	0	0	0	0	0	22
"Asv859"	0	30	28	60	0	36	0
"Asv860"	0	0	0	21	0	0	0
"Asv861"	0	0	49	0	0	0	0
"Asv862"	15	0	0	0	0	0	0
"Asv863"	0	57	64	0	0	0	0
"Asv864"	0	0	14	0	0	0	0
"Asv865"	0	0	0	0	0	0	14
"Asv866"	0	54	0	0	0	0	0
"Asv867"	20	0	0	0	0	0	0
"Asv868"	13	0	0	0	0	0	0
"Asv869"	124	1676	1440	667	340	121	0
"Asv870"	30	311	200	92	0	0	0
"Asv871"	86	207	94	72	0	0	0
"Asv872"	0	0	61	0	0	0	0
"Asv873"	65	173	107	55	0	0	0
"Asv874"	15	0	0	10	0	0	0
"Asv875"	0	0	16	25	0	0	0
"Asv876"	0	0	0	0	8	0	0
"Asv877"	0	72	99	45	25	0	0
"Asv878"	0	0	0	14	0	0	0
"Asv879"	0	74	198	271	414	664	0
"Asv880"	0	45	0	0	0	0	0
"Asv881"	0	0	22	0	0	0	0
"Asv882"	0	53	35	0	0	0	0
"Asv883"	0	0	0	0	0	41	0
"Asv884"	17	0	0	27	0	0	0
"Asv885"	711	74	56	53	0	0	0
"Asv886"	0	0	0	0	15	0	0
"Asv887"	0	0	0	14	0	0	0
"Asv888"	257	117	91	0	56	63	0
"Asv889"	0	0	0	0	0	0	19
"Asv890"	387	0	16	0	32	17	0
"Asv891"	0	30	49	0	0	0	0
"Asv892"	0	0	0	0	0	0	63
"Asv893"	0	0	0	0	0	69	0
"Asv894"	0	0	32	69	0	35	0
"Asv895"	0	0	0	0	0	0	24834
"Asv896"	694	897	330	282	133	138	0
"Asv897"	0	0	0	0	0	0	46
"Asv898"	0	0	0	0	0	0	15
"Asv899"	0	48	0	0	0	0	0
"Asv900"	0	0	0	13	30	0	0
"Asv901"	0	0	0	15	0	0	0
"Asv902"	0	0	0	0	0	0	43
"Asv903"	134	40	0	22	66	0	0
"Asv904"	0	95	120	51	22	64	0
"Asv905"	0	0	0	0	0	0	7
"Asv906"	0	0	43	0	0	0	0
"Asv907"	0	10	0	0	0	0	0
"Asv908"	0	0	38	9	0	0	0
"Asv909"	0	18	0	0	0	0	0
"Asv910"	0	0	0	0	0	18	0
"Asv911"	0	0	31	0	0	0	0
"Asv912"	53	38	0	0	0	0	0
"Asv913"	0	0	0	0	107	0	0
"Asv914"	0	0	0	0	0	0	43
"Asv915"	0	0	5	0	0	0	0
"Asv916"	0	0	0	0	59	0	0
"Asv917"	0	0	0	0	14	0	0
"Asv918"	0	0	0	24	0	0	0
"Asv919"	0	62	0	0	0	0	0
"Asv920"	0	0	0	0	0	0	8
"Asv921"	0	0	0	0	0	21	0
"Asv922"	0	0	0	0	0	0	14
"Asv923"	0	46	0	0	0	0	0
"Asv924"	0	0	0	0	0	0	74
"Asv925"	0	0	0	4	0	0	0
"Asv926"	0	0	0	0	0	0	172
"Asv927"	1583	48	24	51	23	16	0
"Asv928"	0	0	0	0	0	0	70
"Asv929"	0	0	0	0	0	9	0
"Asv930"	0	0	34	42	17	44	0
"Asv931"	0	0	14	0	0	0	0
"Asv932"	0	17	0	0	0	0	0
"Asv933"	0	0	0	0	0	0	57
"Asv934"	15	0	0	0	0	0	0
"Asv935"	0	134	66	0	30	40	0
"Asv936"	74	0	0	0	0	0	0
"Asv937"	15	5	10	0	0	0	0
"Asv938"	0	0	0	0	33	0	0
"Asv939"	0	0	0	0	0	0	46
"Asv940"	0	0	0	0	0	39	0
"Asv941"	0	21	0	20	28	0	0
"Asv942"	0	0	0	0	0	0	33
"Asv943"	0	7	0	0	0	0	0
"Asv944"	0	0	0	0	0	0	15
"Asv945"	22	0	0	0	0	0	0
"Asv946"	0	0	0	0	0	9	0
"Asv947"	14	28	46	0	0	58	0
"Asv948"	0	21	0	0	0	0	0
"Asv949"	0	0	0	0	0	0	33
"Asv950"	0	0	0	22	0	37	0
"Asv951"	0	90	34	0	34	0	0
"Asv952"	0	0	0	0	0	0	37
"Asv953"	303	44	48	34	0	0	0
"Asv954"	0	46	23	0	0	0	0
"Asv955"	53	0	0	0	0	0	0
"Asv956"	0	0	0	0	0	0	82
"Asv957"	0	20	31	0	0	0	0
"Asv958"	0	0	0	0	0	0	12
"Asv959"	90	58	47	28	0	32	0
"Asv960"	0	0	0	0	0	0	15
"Asv961"	0	68	57	36	70	47	0
"Asv962"	42	0	0	0	0	0	0
"Asv963"	0	22	0	0	0	0	0
"Asv964"	0	0	38	0	0	0	0
"Asv965"	0	100	89	45	0	0	0
"Asv966"	0	0	0	28	11	0	0
"Asv967"	0	72	0	0	0	0	0
"Asv968"	0	0	0	28	0	0	0
"Asv969"	39	0	0	0	0	0	0
"Asv970"	34	94	130	53	42	76	0
"Asv971"	0	0	0	0	39	0	0
"Asv972"	41	73	65	38	0	17	0
"Asv973"	63	0	0	0	0	0	0
"Asv974"	222	185	101	83	37	0	0
"Asv975"	0	0	27	0	0	0	0
"Asv976"	0	0	0	0	6	0	0
"Asv977"	39	125	158	88	42	0	0
"Asv978"	0	0	0	0	0	41	0
"Asv979"	0	0	0	0	9	0	0
"Asv980"	8	0	0	0	0	0	0
"Asv981"	0	0	0	0	0	0	70
"Asv982"	0	0	0	0	0	0	96
"Asv983"	0	0	0	0	0	9	0
"Asv984"	0	0	0	0	0	0	304
"Asv985"	0	0	0	23	0	0	0
"Asv986"	0	4	0	0	0	0	0
"Asv987"	0	32	45	52	0	0	0
"Asv988"	0	0	0	0	0	0	41
"Asv989"	0	0	0	40	64	476	0
"Asv990"	0	0	0	0	0	8	0
"Asv991"	0	0	41	71	0	0	0
"Asv992"	0	0	35	0	22	0	0
"Asv993"	0	70	0	0	0	0	0
"Asv994"	0	0	0	0	0	0	63
"Asv995"	0	13	0	0	0	0	0
"Asv996"	0	0	7	0	0	0	0
"Asv997"	0	0	0	0	0	16	0
"Asv998"	0	0	36	0	0	0	0
"Asv999"	39	0	0	0	0	0	0
"Asv1000"	0	0	0	17	7	0	0
"Asv1001"	0	0	0	0	14	0	0
"Asv1002"	0	40	37	0	0	0	0
"Asv1003"	0	0	0	0	0	0	10
"Asv1004"	0	5	0	0	0	32	0
"Asv1005"	40	0	0	0	0	0	0
"Asv1006"	0	0	37	0	33	0	0
"Asv1007"	0	39	33	0	0	0	0
"Asv1008"	0	17	0	0	0	0	0
"Asv1009"	0	0	31	0	33	0	0
"Asv1010"	0	0	0	44	0	0	0
"Asv1011"	5	0	0	0	0	0	0
"Asv1012"	0	7	0	0	0	0	0
"Asv1013"	0	0	43	47	0	33	0
"Asv1014"	0	0	0	0	0	0	698
"Asv1015"	0	39	38	66	46	0	0
"Asv1016"	0	17	0	0	0	0	0
"Asv1017"	0	0	0	0	0	116	0
"Asv1018"	0	0	0	0	0	11	0
"Asv1019"	0	0	26	0	0	0	0
"Asv1020"	16	31	40	0	0	0	0
"Asv1021"	0	34	56	34	50	26	0
"Asv1022"	0	0	30	0	0	0	0
"Asv1023"	39	0	0	0	0	0	0
"Asv1024"	0	31	115	90	150	370	0
"Asv1025"	0	25	19	51	27	0	0
"Asv1026"	29	126	134	119	96	299	0
"Asv1027"	0	0	0	0	0	0	17
"Asv1028"	0	0	0	0	9	0	0
"Asv1029"	0	0	0	0	15	0	0
"Asv1030"	141	1620	1094	382	170	292	0
"Asv1031"	0	0	12	0	0	0	0
"Asv1032"	0	0	33	17	0	0	0
"Asv1033"	0	10	0	0	0	0	0
"Asv1034"	66	300	217	69	30	0	0
"Asv1035"	46	0	0	0	0	0	0
"Asv1036"	0	0	0	0	23	68	0
"Asv1037"	0	0	0	0	0	0	19
"Asv1038"	35	0	0	0	0	0	0
"Asv1039"	0	0	0	0	0	0	15
"Asv1040"	0	154	139	111	109	355	0
"Asv1041"	0	0	0	0	0	0	77
"Asv1042"	0	0	0	0	0	0	161
"Asv1043"	0	0	0	0	0	0	7
"Asv1044"	14	0	0	0	0	0	0
"Asv1045"	0	0	0	0	0	0	32
"Asv1046"	0	0	0	0	17	0	0
"Asv1047"	0	0	0	7	0	0	0
"Asv1048"	0	22	0	0	0	0	0
"Asv1049"	0	0	0	0	22	0	0
"Asv1050"	0	0	30	0	0	0	0
"Asv1051"	0	0	31	56	42	8	0
"Asv1052"	0	0	0	0	0	0	18
"Asv1053"	0	25	13	0	0	0	0
"Asv1054"	0	0	0	0	0	0	16
"Asv1055"	11	0	0	0	0	0	0
"Asv1056"	100	26	26	32	14	0	0
"Asv1057"	0	54	0	0	0	0	0
"Asv1058"	0	0	82	23	89	49	0
"Asv1059"	0	0	12	0	36	0	0
"Asv1060"	0	27	18	0	0	0	0
"Asv1061"	13	0	0	0	0	0	0
"Asv1062"	0	59	65	48	24	50	0
"Asv1063"	0	0	0	0	0	0	71
"Asv1064"	0	26	34	41	0	34	0
"Asv1065"	0	0	0	0	0	0	31
"Asv1066"	203	142	71	57	0	0	0
"Asv1067"	146	0	0	0	0	0	0
"Asv1068"	50	0	0	0	0	0	0
"Asv1069"	0	0	0	33	28	0	0
"Asv1070"	18	0	0	0	0	0	0
"Asv1071"	0	0	0	0	0	0	151
"Asv1072"	12	0	35	29	30	0	0
"Asv1073"	0	0	0	19	0	0	0
"Asv1074"	8	0	0	0	0	0	0
"Asv1075"	0	81	37	63	0	0	0
"Asv1076"	0	0	0	0	0	0	14
"Asv1077"	7	0	0	0	0	0	0
"Asv1078"	40	0	0	0	0	0	0
"Asv1079"	0	55	103	44	0	0	0
"Asv1080"	0	0	17	0	0	0	0
"Asv1081"	0	0	0	15	18	0	0
"Asv1082"	0	0	0	0	0	23	0
"Asv1083"	25	0	38	0	37	0	0
"Asv1084"	0	64	32	40	0	0	0
"Asv1085"	27	0	0	0	0	0	0
"Asv1086"	99	0	0	0	0	0	0
"Asv1087"	93	33	17	0	421	0	0
"Asv1088"	75	0	0	0	0	0	0
"Asv1089"	0	0	0	13	0	0	0
"Asv1090"	0	0	7	19	0	0	0
"Asv1091"	0	0	0	34	0	0	0
"Asv1092"	10	0	0	6	0	0	0
"Asv1093"	17	0	0	0	0	0	0
"Asv1094"	0	0	0	0	0	0	43
"Asv1095"	0	0	0	0	0	0	55
"Asv1096"	0	0	0	0	0	0	15
"Asv1097"	0	0	0	0	0	39	0
"Asv1098"	0	154	64	26	30	0	0
"Asv1099"	40	0	0	0	0	0	0
"Asv1100"	0	0	0	0	0	0	10
"Asv1101"	0	0	0	0	0	0	13
"Asv1102"	0	56	74	27	18	30	0
"Asv1103"	0	0	0	34	0	0	0
"Asv1104"	163	1718	1146	931	284	47	0
"Asv1105"	0	0	0	0	0	0	23
"Asv1106"	6	0	0	0	0	0	0
"Asv1107"	0	0	9	16	0	36	0
"Asv1108"	0	0	30	20	70	67	0
"Asv1109"	55	0	0	0	0	0	0
"Asv1110"	0	0	0	13	0	0	0
"Asv1111"	0	23	0	0	0	0	0
"Asv1112"	0	69	0	0	0	0	0
"Asv1113"	30	0	0	0	0	0	0
"Asv1114"	1998	76	41	62	37	0	0
"Asv1115"	0	0	0	0	0	0	32
"Asv1116"	0	0	0	0	0	0	99
"Asv1117"	0	0	0	0	0	0	18
"Asv1118"	42	0	0	0	0	0	0
"Asv1119"	0	0	0	0	15	0	0
"Asv1120"	0	0	0	0	0	0	43
"Asv1121"	0	0	0	0	6	0	0
"Asv1122"	0	0	33	0	28	0	0
"Asv1123"	0	0	0	0	0	0	1802
"Asv1124"	43	221	243	91	53	0	0
"Asv1125"	0	0	0	0	0	0	34
"Asv1126"	0	0	0	0	74	0	0
"Asv1127"	0	0	0	0	17	0	0
"Asv1128"	0	0	0	0	0	16	0
"Asv1129"	37	34	0	43	9	0	0
"Asv1130"	18	43	36	0	0	0	0
"Asv1131"	0	0	0	0	0	0	114
"Asv1132"	1375	25	45	88	59	0	0
"Asv1133"	0	0	0	0	0	0	3
"Asv1134"	27	0	0	0	0	0	0
"Asv1135"	0	146	117	32	0	0	0
"Asv1136"	0	26	0	0	0	0	0
"Asv1137"	123	33	0	46	0	0	0
"Asv1138"	0	0	0	0	0	0	15
"Asv1139"	0	0	0	0	0	0	9
"Asv1140"	42	0	0	0	0	0	0
"Asv1141"	14	0	0	0	0	0	0
"Asv1142"	4	0	0	0	27	0	0
"Asv1143"	0	0	36	0	0	0	0
"Asv1144"	0	0	57	0	13	0	0
"Asv1145"	10	0	0	0	0	0	0
"Asv1146"	0	13	0	59	21	41	0
"Asv1147"	0	0	0	0	0	0	41
"Asv1148"	23	94	50	56	0	0	0
"Asv1149"	16	0	0	0	0	0	0
"Asv1150"	0	15	0	0	41	52	0
"Asv1151"	0	22	0	0	0	0	0
"Asv1152"	0	106	29	0	11	0	0
"Asv1153"	0	0	0	0	0	0	91
"Asv1154"	0	0	0	8	0	0	0
"Asv1155"	0	149	242	145	98	225	0
"Asv1156"	0	0	0	0	0	0	203
"Asv1157"	47	0	19	15	0	0	0
"Asv1158"	12	28	33	0	0	0	0
"Asv1159"	0	0	32	0	20	28	0
"Asv1160"	0	0	16	0	0	0	0
"Asv1161"	0	0	0	0	0	14	0
"Asv1162"	0	0	54	27	66	0	0
"Asv1163"	0	0	0	0	0	0	25
"Asv1164"	0	0	0	0	0	0	69
"Asv1165"	0	82	44	41	65	0	0
"Asv1166"	68	0	14	5	0	0	0
"Asv1167"	19	0	0	0	0	0	0
"Asv1168"	6	0	0	0	0	0	0
"Asv1169"	0	0	20	0	0	0	0
"Asv1170"	0	0	28	0	0	0	0
"Asv1171"	0	0	0	0	0	0	46
"Asv1172"	0	0	0	0	7	0	0
"Asv1173"	0	0	30	0	0	0	0
"Asv1174"	0	0	0	0	0	0	22
"Asv1175"	0	0	0	9	0	0	0
"Asv1176"	0	0	0	0	0	0	14
"Asv1177"	0	0	25	15	0	0	0
"Asv1178"	338	3741	12313	14996	22917	26217	0
"Asv1179"	0	0	0	3	0	0	0
"Asv1180"	0	58	13	0	0	0	0
"Asv1181"	0	0	13	0	0	0	0
"Asv1182"	0	38	0	0	0	29	0
"Asv1183"	22	0	0	0	0	0	0
"Asv1184"	0	0	0	0	0	0	23
"Asv1185"	51	359	291	144	62	50	0
"Asv1186"	0	0	0	0	0	0	59
"Asv1187"	0	0	0	0	0	0	64
"Asv1188"	0	44	31	0	19	18	0
"Asv1189"	0	39	40	0	12	0	0
"Asv1190"	0	35	79	34	18	41	0
"Asv1191"	0	58	86	27	37	0	0
"Asv1192"	30	0	0	0	0	0	0
"Asv1193"	0	0	0	5	0	0	0
"Asv1194"	0	0	0	0	0	0	29
"Asv1195"	0	0	0	0	0	0	34
"Asv1196"	9	0	0	0	0	0	0
"Asv1197"	0	0	19	0	5	0	0
"Asv1198"	0	19	0	33	0	26	0
"Asv1199"	0	0	0	0	0	28	0
"Asv1200"	0	51	0	56	0	0	0
"Asv1201"	0	0	0	0	7	0	0
"Asv1202"	0	19	32	0	0	0	0
"Asv1203"	0	0	0	38	33	0	0
"Asv1204"	0	0	0	0	0	0	6
"Asv1205"	0	11	0	0	0	0	0
"Asv1206"	0	0	0	0	0	0	51
"Asv1207"	363	24	69	0	15	0	0
"Asv1208"	0	0	0	0	0	0	81
"Asv1209"	7	0	0	0	0	0	0
"Asv1210"	0	0	43	0	0	0	0
"Asv1211"	30	681	1084	787	587	1869	0
"Asv1212"	0	7	9	12	0	0	0
"Asv1213"	49	0	0	0	0	0	0
"Asv1214"	0	45	55	0	0	62	0
"Asv1215"	28	89	143	95	57	0	0
"Asv1216"	0	22	0	0	0	0	0
"Asv1217"	0	0	10	0	0	0	0
"Asv1218"	0	0	0	0	0	0	19
"Asv1219"	0	19	30	33	42	0	0
"Asv1220"	0	0	0	28	0	0	0
"Asv1221"	0	43	0	0	0	0	0
"Asv1222"	0	0	0	0	0	11	0
"Asv1223"	0	0	0	47	0	0	0
"Asv1224"	0	0	0	0	9	0	0
"Asv1225"	0	0	0	0	21	0	0
"Asv1226"	33	63	64	0	0	0	0
"Asv1227"	0	0	0	3	0	0	0
"Asv1228"	22	52	63	19	0	0	0
"Asv1229"	0	0	0	0	18	0	0
"Asv1230"	0	26	28	0	0	0	0
"Asv1231"	0	0	0	0	13	0	0
"Asv1232"	1397	69	49	71	0	36	0
"Asv1233"	0	0	0	32	0	0	0
"Asv1234"	0	0	0	0	0	0	12
"Asv1235"	0	0	0	0	0	6	0
"Asv1236"	0	0	0	0	0	0	9
"Asv1237"	0	0	0	0	0	0	26
"Asv1238"	0	0	0	30	0	22	0
"Asv1239"	0	0	0	6	0	0	0
"Asv1240"	28	0	0	0	0	0	0
"Asv1241"	0	0	0	0	0	0	62
"Asv1242"	0	0	0	0	0	0	13
"Asv1243"	0	0	44	0	0	0	0
"Asv1244"	0	0	33	0	0	0	0
"Asv1245"	7	0	0	0	0	0	0
"Asv1246"	73	0	45	0	0	0	0
"Asv1247"	0	125	78	52	18	0	0
"Asv1248"	0	0	0	0	0	0	25
"Asv1249"	0	0	0	0	0	33	0
"Asv1250"	0	0	0	0	0	0	42
"Asv1251"	0	0	23	0	0	0	0
"Asv1252"	0	0	40	67	61	2633	0
"Asv1253"	78	0	0	0	0	0	0
"Asv1254"	509	233	133	91	37	38	0
"Asv1255"	81	751	510	177	101	33	0
"Asv1256"	28	0	0	0	0	0	0
"Asv1257"	0	20	31	40	0	0	0
"Asv1258"	0	0	0	0	0	0	15
"Asv1259"	0	23	0	0	0	0	0
"Asv1260"	0	0	9	0	0	0	0
"Asv1261"	0	0	0	0	5	0	0
"Asv1262"	0	40	45	0	0	0	0
"Asv1263"	0	16	0	0	0	0	0
"Asv1264"	0	0	0	6	36	34	0
"Asv1265"	247	462	256	71	44	45	0
"Asv1266"	0	31	0	0	0	0	0
"Asv1267"	0	0	0	0	0	0	3
"Asv1268"	0	0	0	0	0	0	26
"Asv1269"	0	32	0	0	0	0	0
"Asv1270"	0	0	0	0	0	0	60
"Asv1271"	63	0	0	0	0	0	0
"Asv1272"	0	0	0	0	0	33	0
"Asv1273"	0	235	229	76	58	160	0
"Asv1274"	0	0	58	0	57	66	0
"Asv1275"	49	0	0	0	0	0	0
"Asv1276"	0	0	0	0	0	0	31
"Asv1277"	0	14	0	0	0	0	0
"Asv1278"	0	0	0	0	0	25	0
"Asv1279"	0	0	0	0	15	0	0
"Asv1280"	56	185	161	68	57	126	0
"Asv1281"	0	0	8	0	0	0	0
"Asv1282"	0	0	0	0	0	0	11
"Asv1283"	59	194	193	77	58	192	0
"Asv1284"	0	6	0	0	0	0	0
"Asv1285"	0	9	0	0	0	0	0
"Asv1286"	29	0	0	0	0	0	0
"Asv1287"	0	27	0	0	0	0	0
"Asv1288"	0	0	0	0	0	97	0
"Asv1289"	0	17	0	0	0	0	0
"Asv1290"	439	96	52	46	66	0	0
"Asv1291"	0	0	0	19	0	0	0
"Asv1292"	0	22	0	0	0	0	0
"Asv1293"	77	172	118	66	0	0	0
"Asv1294"	0	0	11	0	0	0	0
