"Saanich_010"	"Saanich_100"	"Saanich_120"	"Saanich_135"	"Saanich_150"	"Saanich_165"	"Saanich_200"
"Asv1295"	0	0	0	0	0	0	36
"Asv1296"	0	0	0	16	0	0	0
"Asv1297"	0	10	0	3	0	0	0
"Asv1298"	0	0	0	0	0	0	45
"Asv1299"	0	0	0	0	0	0	38
"Asv1300"	0	9	0	0	24	0	0
"Asv1301"	0	0	0	0	0	0	34
"Asv1302"	0	0	0	0	0	0	27
"Asv1303"	0	0	0	0	0	0	10
"Asv1304"	0	222	438	306	213	57	0
"Asv1305"	0	0	0	0	0	31	0
"Asv1306"	0	0	0	0	0	0	15
"Asv1307"	0	0	0	0	31	0	0
"Asv1308"	101	11	0	0	0	0	0
"Asv1309"	0	0	0	0	0	0	20
"Asv1310"	31	14	0	0	0	0	0
"Asv1311"	0	35	27	0	0	0	0
"Asv1312"	0	45	56	0	0	0	0
"Asv1313"	44	23	0	0	0	0	0
"Asv1314"	18	0	0	0	0	0	0
"Asv1315"	0	0	0	16	0	0	0
"Asv1316"	36	47	61	0	14	0	0
"Asv1317"	5	0	0	0	0	0	0
"Asv1318"	0	107	57	45	0	0	0
"Asv1319"	0	0	0	16	0	0	0
"Asv1320"	0	0	0	0	0	0	6
"Asv1321"	1965	306	171	199	74	53	0
"Asv1322"	0	35	14	52	19	0	0
"Asv1323"	0	65	0	0	0	0	0
"Asv1324"	72	0	0	0	0	0	0
"Asv1325"	0	6	0	0	0	0	0
"Asv1326"	0	0	28	0	0	0	0
"Asv1327"	0	0	0	34	0	0	0
"Asv1328"	0	0	15	0	0	0	0
"Asv1329"	0	5	0	0	0	0	0
"Asv1330"	0	0	0	5	0	0	0
"Asv1331"	50	0	0	0	0	0	0
"Asv1332"	0	0	0	0	0	0	22
"Asv1333"	137	0	0	0	0	0	0
"Asv1334"	0	0	0	0	0	0	69
"Asv1335"	14	0	0	0	0	0	0
"Asv1336"	200	0	0	0	0	0	0
"Asv1337"	0	0	0	0	0	0	4
"Asv1338"	35	42	39	0	0	0	0
"Asv1339"	11	0	0	0	0	0	0
"Asv1340"	0	6	0	0	0	0	0
"Asv1341"	0	0	0	0	0	0	18
"Asv1342"	60	0	0	0	0	0	0
"Asv1343"	305	0	0	0	0	0	0
"Asv1344"	0	0	0	0	0	0	35
"Asv1345"	0	60	82	51	0	0	0
"Asv1346"	0	0	0	0	0	5	0
"Asv1347"	14	0	0	0	0	0	0
"Asv1348"	0	0	44	0	0	0	0
"Asv1349"	0	0	8	4	0	0	0
"Asv1350"	0	0	0	0	0	0	40
"Asv1351"	0	0	0	0	64	0	0
"Asv1352"	0	281	185	66	40	68	0
"Asv1353"	0	0	0	0	0	0	19
"Asv1354"	0	0	0	0	0	0	41
"Asv1355"	0	61	0	0	0	0	0
"Asv1356"	326	41	0	60	0	0	0
"Asv1357"	0	0	0	25	0	0	0
"Asv1358"	0	0	0	0	0	21	0
"Asv1359"	0	0	0	0	0	0	76
"Asv1360"	0	46	63	0	40	35	0
"Asv1361"	0	13	0	0	0	0	0
"Asv1362"	0	0	39	0	0	0	0
"Asv1363"	0	0	0	0	0	0	45
"Asv1364"	48	68	42	20	51	0	0
"Asv1365"	0	0	0	77	44	48	0
"Asv1366"	0	0	0	11	24	0	0
"Asv1367"	0	0	0	0	0	0	31
"Asv1368"	0	0	0	0	0	0	4
"Asv1369"	56	129	122	63	0	35	0
"Asv1370"	0	0	0	0	9	0	0
"Asv1371"	0	0	0	0	0	0	51
"Asv1372"	0	0	0	0	0	73	0
"Asv1373"	6108	591	366	437	221	47	0
"Asv1374"	0	0	105	55	38	0	0
"Asv1375"	94	693	394	153	69	31	0
"Asv1376"	0	16	0	0	0	0	0
"Asv1377"	0	0	0	0	0	0	26
"Asv1378"	0	0	0	0	0	0	562
"Asv1379"	0	0	0	0	0	4	0
"Asv1380"	0	0	0	0	20	0	0
"Asv1381"	0	0	0	0	0	25	0
"Asv1382"	0	0	0	0	0	0	11
"Asv1383"	37	0	0	0	0	0	0
"Asv1384"	0	34	68	79	89	0	0
"Asv1385"	0	0	0	0	9	0	0
"Asv1386"	0	7	0	31	40	21	0
"Asv1387"	0	0	0	0	0	71	0
"Asv1388"	10	0	0	0	0	0	0
"Asv1389"	0	56	0	0	0	0	0
"Asv1390"	0	0	0	0	0	0	27
"Asv1391"	0	0	31	0	0	0	0
"Asv1392"	0	0	45	0	33	76	0
"Asv1393"	0	41	0	0	0	0	0
"Asv1394"	0	0	0	0	0	0	117
"Asv1395"	0	0	7	0	0	0	0
"Asv1396"	0	0	45	25	0	0	0
"Asv1397"	0	43	0	0	0	0	0
"Asv1398"	0	0	54	0	0	0	0
"Asv1399"	33	113	112	51	29	84	0
"Asv1400"	0	23	22	0	0	8	0
"Asv1401"	0	0	0	0	0	12	0
"Asv1402"	0	40	85	94	136	496	0
"Asv1403"	0	8	0	0	0	0	0
"Asv1404"	0	0	0	0	0	0	30
"Asv1405"	0	0	0	0	0	14	0
"Asv1406"	0	34	0	0	0	0	0
"Asv1407"	0	52	62	0	14	0	0
"Asv1408"	474	103	63	42	0	0	0
"Asv1409"	0	0	24	8	0	0	0
"Asv1410"	0	0	0	0	0	0	27
"Asv1411"	11	50	70	51	44	0	0
"Asv1412"	0	0	0	11	0	0	0
"Asv1413"	1131	111	69	74	30	0	0
"Asv1414"	201	315	163	137	32	0	0
"Asv1415"	0	0	0	17	13	29	0
"Asv1416"	0	3	0	0	5	0	0
"Asv1417"	0	0	0	0	9	0	0
"Asv1418"	0	30	0	0	0	0	0
"Asv1419"	0	0	0	0	0	20	0
"Asv1420"	0	0	0	0	0	0	57
"Asv1421"	0	0	0	0	0	0	17
"Asv1422"	0	0	0	0	0	0	76
"Asv1423"	0	0	0	0	0	0	44
"Asv1424"	0	0	0	0	0	10	0
"Asv1425"	0	169	113	46	41	142	0
"Asv1426"	0	0	0	0	0	0	6
"Asv1427"	0	0	2	0	0	0	0
"Asv1428"	9	23	0	0	0	64	0
"Asv1429"	0	0	0	15	0	0	0
"Asv1430"	0	0	0	0	0	0	42
"Asv1431"	0	23	0	0	0	0	0
"Asv1432"	0	12	0	0	0	0	0
"Asv1433"	9	0	0	0	0	0	0
"Asv1434"	0	0	0	2	0	0	0
"Asv1435"	0	0	4	0	7	0	0
"Asv1436"	0	0	0	0	0	0	36
"Asv1437"	102	0	0	0	0	0	0
"Asv1438"	0	0	0	0	0	0	14
"Asv1439"	1342	85	38	60	0	41	0
"Asv1440"	0	0	0	0	0	21	0
"Asv1441"	0	0	0	0	0	0	13
"Asv1442"	0	0	13	0	0	0	0
"Asv1443"	0	0	0	0	0	0	26
"Asv1444"	0	0	0	0	12	0	0
"Asv1445"	0	0	0	13	0	0	0
"Asv1446"	0	0	0	0	0	0	22
"Asv1447"	0	11	0	0	29	0	0
"Asv1448"	0	0	0	0	0	0	54
"Asv1449"	0	0	0	0	5	0	0
"Asv1450"	0	0	11	29	0	0	0
"Asv1451"	0	0	0	0	0	5	0
"Asv1452"	0	70	50	0	0	0	0
"Asv1453"	0	0	0	0	0	0	71
"Asv1454"	35	0	0	0	0	0	0
"Asv1455"	0	27	68	79	93	0	0
"Asv1456"	0	0	0	0	0	6	0
"Asv1457"	0	0	0	0	0	15	0
"Asv1458"	0	0	0	0	0	0	20
"Asv1459"	48	1021	1034	446	275	320	0
"Asv1460"	0	20	22	0	0	0	0
"Asv1461"	0	0	0	0	0	0	84
"Asv1462"	22	0	0	0	9	0	0
"Asv1463"	0	0	0	0	0	7	0
"Asv1464"	0	0	0	0	0	0	59
"Asv1465"	0	0	0	36	0	0	0
"Asv1466"	0	0	0	0	0	0	22935
"Asv1467"	86	1848	1080	425	183	325	0
"Asv1468"	0	0	0	0	0	0	65
"Asv1469"	0	0	0	0	0	0	14
"Asv1470"	0	0	0	6	0	0	0
"Asv1471"	0	0	0	0	0	0	16
"Asv1472"	0	0	0	0	0	0	23
"Asv1473"	0	0	0	0	0	0	7
"Asv1474"	0	0	14	0	0	0	0
"Asv1475"	0	64	76	60	21	19	0
"Asv1476"	0	41	0	0	0	0	0
"Asv1477"	428	96	80	45	0	45	0
"Asv1478"	84	255	250	113	35	73	0
"Asv1479"	0	18	12	0	0	0	0
"Asv1480"	39	0	0	0	0	0	0
"Asv1481"	0	0	8	0	0	0	0
"Asv1482"	0	0	0	0	0	53	0
"Asv1483"	0	0	0	0	0	0	39
"Asv1484"	0	28	32	46	51	0	0
"Asv1485"	9	0	0	0	0	0	0
"Asv1486"	0	59	31	0	0	0	0
"Asv1487"	23	98	45	25	0	0	0
"Asv1488"	294	90	48	44	49	0	0
"Asv1489"	0	0	0	0	0	15	0
"Asv1490"	0	74	0	0	0	26	0
"Asv1491"	0	0	0	0	0	28	0
"Asv1492"	0	111	54	79	0	0	0
"Asv1493"	0	3	0	0	0	0	0
"Asv1494"	0	37	0	0	0	0	0
"Asv1495"	0	0	0	0	15	0	0
"Asv1496"	0	0	0	0	29	0	0
"Asv1497"	0	53	48	69	42	0	0
"Asv1498"	0	0	0	0	0	0	46
"Asv1499"	0	0	0	0	0	0	26
"Asv1500"	0	0	0	0	26	0	0
"Asv1501"	0	0	0	0	0	19	0
"Asv1502"	0	31	0	0	0	0	0
"Asv1503"	32	0	0	0	0	0	0
"Asv1504"	0	0	0	0	0	0	47
"Asv1505"	0	0	0	0	0	0	37
"Asv1506"	0	0	17	0	0	0	0
"Asv1507"	0	0	69	0	30	0	0
"Asv1508"	0	0	0	6	7	0	0
"Asv1509"	0	0	49	48	0	0	0
"Asv1510"	0	0	0	0	0	0	32
"Asv1511"	0	0	0	0	0	0	85
"Asv1512"	22	0	0	0	0	0	0
"Asv1513"	0	0	31	27	32	28	0
"Asv1514"	0	0	22	0	47	0	0
"Asv1515"	0	0	0	0	0	67	0
"Asv1516"	10	0	0	0	0	0	0
"Asv1517"	0	18	19	0	0	0	0
"Asv1518"	0	0	0	0	0	5	0
"Asv1519"	0	0	17	0	0	0	0
"Asv1520"	0	0	0	0	0	7	0
"Asv1521"	0	0	0	13	8	35	0
"Asv1522"	0	43	54	38	54	0	0
"Asv1523"	0	0	0	0	0	75	0
"Asv1524"	0	0	0	0	0	0	4
"Asv1525"	0	0	0	0	0	0	15
"Asv1526"	82	0	0	0	18	0	0
"Asv1527"	55	283	209	108	85	0	0
"Asv1528"	0	0	0	0	0	0	114
"Asv1529"	0	0	0	0	0	0	9
"Asv1530"	0	8	0	0	0	0	0
"Asv1531"	0	0	0	0	0	0	19
"Asv1532"	0	0	0	3	0	0	0
"Asv1533"	29	0	0	0	0	0	0
"Asv1534"	43	0	0	0	0	0	0
"Asv1535"	0	0	0	0	0	0	19
"Asv1536"	0	0	0	0	0	0	8
"Asv1537"	0	0	0	0	0	25	0
"Asv1538"	26	80	49	95	0	8	0
"Asv1539"	0	0	0	0	9	0	0
"Asv1540"	0	0	18	0	0	0	0
"Asv1541"	0	65	0	30	0	0	0
"Asv1542"	0	53	0	0	0	0	0
"Asv1543"	23	0	0	0	0	0	0
"Asv1544"	0	72	30	33	0	33	0
"Asv1545"	0	0	0	0	4	0	0
"Asv1546"	0	0	32	0	0	0	0
"Asv1547"	0	0	8	0	0	0	0
"Asv1548"	0	32	0	38	0	0	0
"Asv1549"	0	0	40	0	0	0	0
"Asv1550"	0	0	0	0	0	0	5
"Asv1551"	0	0	0	0	25	0	0
"Asv1552"	5	0	0	0	0	0	0
"Asv1553"	0	327	222	146	91	68	0
"Asv1554"	26	63	44	0	0	0	0
"Asv1555"	0	0	0	0	0	0	9
"Asv1556"	0	0	0	0	0	0	40
"Asv1557"	0	0	0	0	0	0	175
"Asv1558"	145	37	0	0	14	0	0
"Asv1559"	0	22	0	0	0	0	0
"Asv1560"	0	0	30	0	0	0	0
"Asv1561"	0	21	0	0	0	0	0
"Asv1562"	0	0	0	0	0	20	0
"Asv1563"	0	0	63	31	0	0	0
"Asv1564"	46	306	293	111	67	0	0
"Asv1565"	60	0	0	0	0	0	0
"Asv1566"	0	78	0	0	0	0	0
"Asv1567"	130	24	70	19	0	0	0
"Asv1568"	0	0	19	0	0	0	0
"Asv1569"	0	0	0	0	0	0	42
"Asv1570"	11	202	89	78	63	38	0
"Asv1571"	23	52	49	0	0	0	0
"Asv1572"	0	0	0	0	0	36	0
"Asv1573"	1725	178	99	117	29	89	0
"Asv1574"	31	0	0	0	0	0	0
"Asv1575"	41	0	0	0	0	0	0
"Asv1576"	0	0	0	0	0	38	0
"Asv1577"	0	0	39	0	32	0	0
"Asv1578"	16	0	0	0	0	0	0
"Asv1579"	39	0	0	33	0	0	0
"Asv1580"	0	0	0	0	0	0	44
"Asv1581"	0	15	0	0	0	0	0
"Asv1582"	0	0	0	0	6	0	0
"Asv1583"	145	154	75	75	0	0	0
"Asv1584"	0	0	0	0	0	20	0
"Asv1585"	0	0	0	0	0	0	45
"Asv1586"	8	0	0	0	0	0	0
"Asv1587"	10	0	0	0	0	0	0
"Asv1588"	0	0	0	30	0	14	0
"Asv1589"	0	0	35	0	0	0	0
"Asv1590"	0	0	62	0	0	0	0
"Asv1591"	0	0	31	40	32	45	0
"Asv1592"	39	30	83	14	17	0	0
"Asv1593"	0	0	57	0	0	0	0
"Asv1594"	29	117	130	57	47	94	0
"Asv1595"	0	0	0	0	0	0	20
"Asv1596"	0	0	0	0	0	13	0
"Asv1597"	0	57	70	0	0	0	0
"Asv1598"	0	0	0	12	0	0	0
"Asv1599"	0	0	0	0	0	0	29
"Asv1600"	0	0	0	0	0	48	0
"Asv1601"	0	0	0	0	0	44	0
"Asv1602"	70	0	0	0	0	0	0
"Asv1603"	0	0	0	0	0	0	23
"Asv1604"	0	0	53	0	16	0	0
"Asv1605"	0	0	17	0	0	0	0
"Asv1606"	0	0	0	4	0	0	0
"Asv1607"	0	0	0	18	0	0	0
"Asv1608"	27	14	13	0	0	0	0
"Asv1609"	0	0	0	0	0	0	46
"Asv1610"	0	0	7	0	0	0	0
"Asv1611"	0	27	0	0	0	0	0
"Asv1612"	0	0	57	0	50	0	0
"Asv1613"	0	7	0	0	0	0	0
"Asv1614"	158	138	71	43	0	0	0
"Asv1615"	0	140	136	71	62	0	0
"Asv1616"	0	0	0	0	0	0	37
"Asv1617"	0	0	0	0	0	22	0
"Asv1618"	0	33	38	53	48	0	0
"Asv1619"	24	701	1317	994	1565	3907	0
"Asv1620"	0	0	0	15	20	0	0
"Asv1621"	0	0	0	15	11	0	0
"Asv1622"	0	0	0	0	0	31	0
"Asv1623"	146	135	99	131	47	0	0
"Asv1624"	300	76	51	54	54	78	0
"Asv1625"	0	0	0	0	0	0	21
"Asv1626"	0	0	0	33	0	0	0
"Asv1627"	0	0	15	0	0	0	0
"Asv1628"	0	0	0	0	0	0	6
"Asv1629"	0	0	26	0	0	0	0
"Asv1630"	0	0	0	0	0	0	35
"Asv1631"	0	0	0	0	9	0	0
"Asv1632"	0	0	0	0	0	0	68
"Asv1633"	0	0	0	0	0	0	77
"Asv1634"	57	67	54	41	0	17	0
"Asv1635"	0	41	0	0	0	0	0
"Asv1636"	15	0	0	0	0	0	0
"Asv1637"	45	387	211	86	39	30	0
"Asv1638"	0	0	0	0	0	0	4
"Asv1639"	0	0	5	0	0	0	0
"Asv1640"	0	68	126	0	0	0	0
"Asv1641"	0	0	0	0	0	0	7
"Asv1642"	12	0	0	0	0	0	0
"Asv1643"	0	58	0	0	0	0	0
"Asv1644"	0	0	0	0	0	6	0
"Asv1645"	335	119	80	44	0	46	0
"Asv1646"	0	34	44	60	77	62	0
"Asv1647"	0	9	0	0	0	0	0
"Asv1648"	0	25	0	0	0	0	0
"Asv1649"	1697	499	256	217	89	42	0
"Asv1650"	0	0	0	0	0	0	13
"Asv1651"	304	27	0	0	0	25	0
"Asv1652"	79	0	0	0	0	0	0
"Asv1653"	0	0	0	0	32	0	0
"Asv1654"	1778	180	127	170	60	42	0
"Asv1655"	0	0	0	0	0	0	18
"Asv1656"	0	11	0	0	0	0	0
"Asv1657"	0	0	0	5	0	0	0
"Asv1658"	0	0	0	0	0	0	13
"Asv1659"	0	44	0	0	0	0	0
"Asv1660"	0	6	8	0	0	0	0
"Asv1661"	0	0	0	0	16	17	0
"Asv1662"	0	0	0	0	16	0	0
"Asv1663"	0	0	0	0	0	0	21
"Asv1664"	0	0	0	0	0	29	0
"Asv1665"	35	0	0	0	0	0	0
"Asv1666"	127	202	244	106	38	0	0
"Asv1667"	0	0	17	0	0	0	0
"Asv1668"	0	0	0	0	0	0	48
"Asv1669"	0	0	0	0	0	0	52
"Asv1670"	0	0	0	0	0	0	65
"Asv1671"	0	0	0	0	0	0	18
"Asv1672"	0	13	6	0	0	0	0
"Asv1673"	47	0	0	0	0	0	0
"Asv1674"	42	0	0	0	0	0	0
"Asv1675"	0	0	0	0	0	0	29
"Asv1676"	0	0	0	0	6	0	0
"Asv1677"	47	0	0	0	0	0	0
"Asv1678"	133	26	9	56	0	0	0
"Asv1679"	0	0	0	0	0	14	0
"Asv1680"	0	0	0	0	0	0	14
"Asv1681"	330	82	55	59	0	0	0
"Asv1682"	46	0	0	0	95	0	0
"Asv1683"	0	0	0	0	7	0	0
"Asv1684"	0	0	67	0	0	0	0
"Asv1685"	0	0	0	26	29	53	0
"Asv1686"	115	1403	737	279	99	35	0
"Asv1687"	0	91	46	48	0	0	0
"Asv1688"	0	0	0	0	15	0	0
"Asv1689"	0	0	0	0	0	0	52
"Asv1690"	10	0	19	84	0	0	0
"Asv1691"	0	19	0	0	0	0	0
"Asv1692"	0	0	43	0	0	0	0
"Asv1693"	0	0	0	0	14	23	0
"Asv1694"	9	0	27	0	15	0	0
"Asv1695"	11	0	0	0	0	0	0
"Asv1696"	0	61	36	23	0	0	0
"Asv1697"	5	27	0	0	0	0	0
"Asv1698"	0	0	0	0	0	30	0
"Asv1699"	0	0	0	0	0	0	43
"Asv1700"	0	48	47	38	61	0	0
"Asv1701"	0	0	3	5	6	0	0
"Asv1702"	45	0	0	0	0	0	0
"Asv1703"	0	72	0	0	0	0	0
"Asv1704"	0	0	42	55	44	250	0
"Asv1705"	11	25	47	0	12	0	0
"Asv1706"	0	0	0	0	0	0	41
"Asv1707"	71	1116	293	73	0	58	0
"Asv1708"	161	45	0	0	0	25	0
"Asv1709"	0	144	131	78	40	146	0
"Asv1710"	0	32	0	0	0	0	0
"Asv1711"	0	0	0	0	0	0	56
"Asv1712"	41	416	232	82	28	0	0
"Asv1713"	0	0	0	0	0	0	24
"Asv1714"	2509	168	126	99	33	0	0
"Asv1715"	5	33	0	0	0	0	0
"Asv1716"	0	0	0	0	0	0	28
"Asv1717"	0	0	0	3	0	0	0
"Asv1718"	0	115	113	57	60	0	0
"Asv1719"	0	0	0	11	0	0	0
"Asv1720"	0	0	0	0	2	0	0
"Asv1721"	0	0	0	0	0	0	51
"Asv1722"	0	36	47	47	37	56	0
"Asv1723"	0	0	0	0	0	42	0
"Asv1724"	0	0	35	31	0	0	0
"Asv1725"	0	0	0	0	0	0	21
"Asv1726"	0	48	105	114	118	180	0
"Asv1727"	378	84	0	0	43	0	0
"Asv1728"	44	0	0	0	0	0	0
"Asv1729"	8	0	28	36	33	0	0
"Asv1730"	0	0	0	0	0	30	0
"Asv1731"	0	0	0	0	0	0	65
"Asv1732"	0	0	9	0	0	0	0
"Asv1733"	0	0	15	0	0	0	0
"Asv1734"	0	26	32	0	21	0	0
"Asv1735"	0	11	0	0	0	0	0
"Asv1736"	0	0	8	0	0	0	0
"Asv1737"	0	0	0	0	0	0	140
"Asv1738"	0	0	0	0	0	23	0
"Asv1739"	0	0	0	0	0	17	0
"Asv1740"	34	0	0	0	0	0	0
"Asv1741"	0	0	0	15	0	0	0
"Asv1742"	0	0	0	23	0	0	0
"Asv1743"	0	0	27	0	0	0	0
"Asv1744"	0	0	0	0	5	0	0
"Asv1745"	0	0	0	0	0	0	42
"Asv1746"	7	0	14	0	0	0	0
"Asv1747"	0	10	0	0	0	0	0
"Asv1748"	0	0	0	0	0	0	70
"Asv1749"	0	0	0	0	0	0	180
"Asv1750"	0	12	0	7	0	0	0
"Asv1751"	0	0	28	0	0	0	0
"Asv1752"	0	0	7	0	0	0	0
"Asv1753"	0	0	0	0	0	0	39
"Asv1754"	0	0	0	0	0	0	15
"Asv1755"	215	3809	3413	2149	1371	630	0
"Asv1756"	0	0	0	0	0	0	10
"Asv1757"	0	0	0	0	18	0	0
"Asv1758"	0	0	0	0	0	6	0
"Asv1759"	4	0	0	3	0	0	0
"Asv1760"	0	0	95	0	0	0	0
"Asv1761"	0	41	0	0	0	0	0
"Asv1762"	89	0	0	0	0	0	0
"Asv1763"	0	8	16	0	0	0	0
"Asv1764"	0	0	0	0	0	0	41
"Asv1765"	289	0	0	0	0	0	0
"Asv1766"	38	0	0	0	0	0	0
"Asv1767"	12	0	0	0	0	0	0
"Asv1768"	0	0	0	0	0	0	14
"Asv1769"	0	50	56	0	0	0	0
"Asv1770"	0	0	24	0	0	0	0
"Asv1771"	0	0	7	0	0	0	0
"Asv1772"	0	41	0	0	0	0	0
"Asv1773"	0	0	0	0	0	0	44
"Asv1774"	146	0	0	0	14	0	0
"Asv1775"	1626	45	31	46	17	0	0
"Asv1776"	0	28	12	0	0	0	0
"Asv1777"	0	16	0	0	0	0	0
"Asv1778"	1084	438	364	236	171	172	0
"Asv1779"	0	232	159	98	45	0	0
"Asv1780"	0	0	0	0	0	0	15
"Asv1781"	0	0	0	133	0	0	0
"Asv1782"	0	0	0	0	0	0	12
"Asv1783"	16	0	25	0	7	0	0
"Asv1784"	0	38	24	0	0	0	0
"Asv1785"	0	2	0	5	0	0	0
"Asv1786"	0	0	0	0	0	0	24
"Asv1787"	2765	262	179	158	75	0	0
"Asv1788"	0	0	0	24	0	0	0
"Asv1789"	0	0	0	0	0	27	0
"Asv1790"	0	0	0	0	0	20	0
"Asv1791"	0	38	0	0	0	0	0
"Asv1792"	0	0	47	52	28	0	0
"Asv1793"	0	0	0	0	47	0	0
"Asv1794"	0	0	0	0	0	0	15
"Asv1795"	0	46	0	0	0	0	0
"Asv1796"	0	0	0	0	20	0	0
"Asv1797"	0	0	0	0	0	0	45
"Asv1798"	0	0	0	0	0	0	26
"Asv1799"	58	0	0	0	0	0	0
"Asv1800"	0	0	0	0	0	0	25
"Asv1801"	0	0	0	45	27	0	0
"Asv1802"	0	0	27	0	0	0	0
"Asv1803"	0	34	0	0	0	0	0
"Asv1804"	0	0	0	0	0	0	441
"Asv1805"	0	0	0	25	27	0	0
"Asv1806"	124	58	31	0	0	0	0
"Asv1807"	0	0	0	0	0	0	52
"Asv1808"	57	51	27	42	16	0	0
"Asv1809"	0	0	0	32	0	0	0
"Asv1810"	0	0	0	0	16	0	0
"Asv1811"	0	0	10	0	0	0	0
"Asv1812"	0	0	0	0	0	0	36
"Asv1813"	0	0	0	85	44	61	0
"Asv1814"	596	372	196	197	88	62	0
"Asv1815"	0	33	0	0	0	0	0
"Asv1816"	1381	9828	4649	1588	491	266	0
"Asv1817"	53	0	0	0	0	0	0
"Asv1818"	0	33	25	0	51	0	0
"Asv1819"	0	0	0	0	35	0	0
"Asv1820"	0	0	0	0	0	0	24
"Asv1821"	30	0	0	0	0	0	0
"Asv1822"	0	0	0	11	0	10	0
"Asv1823"	0	0	0	0	0	15	0
"Asv1824"	0	0	0	0	0	0	10
"Asv1825"	187	1157	445	182	33	0	0
"Asv1826"	0	0	0	0	0	0	28
"Asv1827"	51	0	0	0	0	0	0
"Asv1828"	37	0	0	0	0	0	0
"Asv1829"	0	27	38	38	27	0	0
"Asv1830"	0	0	0	0	0	0	73
"Asv1831"	0	0	59	0	0	0	0
"Asv1832"	0	0	0	0	0	0	35
"Asv1833"	267	92	56	0	43	0	0
"Asv1834"	0	0	0	0	0	0	7
"Asv1835"	0	48	0	0	0	0	0
"Asv1836"	0	0	0	3	0	0	0
"Asv1837"	0	0	0	0	18	0	0
"Asv1838"	0	0	0	0	0	8	0
"Asv1839"	1879	173	98	179	51	0	0
"Asv1840"	0	0	0	2	0	0	0
"Asv1841"	0	0	55	63	117	1193	0
"Asv1842"	0	0	0	0	0	0	26
"Asv1843"	0	26	0	0	0	0	0
"Asv1844"	0	18	39	46	0	0	0
"Asv1845"	0	0	0	0	0	0	42
"Asv1846"	60	0	0	0	0	0	0
"Asv1847"	0	0	19	0	0	0	0
"Asv1848"	0	0	0	35	0	0	0
"Asv1849"	0	0	0	0	0	28	0
"Asv1850"	0	0	27	0	0	0	0
"Asv1851"	0	0	0	0	0	0	32
"Asv1852"	0	0	0	0	51	0	0
"Asv1853"	0	32	26	0	0	0	0
"Asv1854"	8	26	24	0	51	24	0
"Asv1855"	0	0	0	0	0	0	3
"Asv1856"	338	272	131	75	38	56	0
"Asv1857"	0	0	0	0	0	0	59
"Asv1858"	0	17	0	0	0	0	0
"Asv1859"	0	51	46	67	107	52	0
"Asv1860"	0	0	22	0	0	0	0
"Asv1861"	0	20	0	0	0	0	0
"Asv1862"	0	0	18	0	0	0	0
"Asv1863"	0	39	0	0	0	0	0
"Asv1864"	33	0	0	0	0	0	0
"Asv1865"	0	0	8	0	0	0	0
"Asv1866"	0	0	0	0	0	0	18
"Asv1867"	35	0	0	0	0	0	0
"Asv1868"	0	0	0	0	55	0	0
"Asv1869"	0	33	0	0	0	0	0
"Asv1870"	0	0	20	0	0	0	0
"Asv1871"	72	0	22	0	0	0	0
"Asv1872"	124	28	75	67	0	27	0
"Asv1873"	0	74	0	0	19	0	0
"Asv1874"	0	0	0	0	0	0	305
"Asv1875"	0	25	0	0	0	33	0
"Asv1876"	256	4541	13071	16841	25942	29306	0
"Asv1877"	0	0	0	41	0	0	0
"Asv1878"	0	0	0	0	0	0	685
"Asv1879"	0	3	0	0	0	0	0
"Asv1880"	0	0	0	0	0	0	22
"Asv1881"	0	26	43	0	0	25	0
"Asv1882"	0	51	0	17	19	0	0
"Asv1883"	0	0	0	0	0	0	32
"Asv1884"	0	0	0	51	0	40	0
"Asv1885"	0	0	0	0	0	17	0
"Asv1886"	47	134	76	0	0	17	0
"Asv1887"	0	0	0	0	0	0	63
"Asv1888"	0	11	0	38	24	15	0
"Asv1889"	0	9	0	0	0	0	0
"Asv1890"	116	32	0	0	0	9	0
"Asv1891"	0	0	0	0	0	30	0
"Asv1892"	44	0	0	0	0	0	0
"Asv1893"	0	0	0	0	0	5	0
"Asv1894"	0	10	0	0	0	0	0
"Asv1895"	0	0	0	0	0	6	0
"Asv1896"	0	0	0	0	0	0	38
"Asv1897"	0	179	129	80	48	140	0
"Asv1898"	0	7	0	0	0	0	0
"Asv1899"	0	0	27	23	0	0	0
"Asv1900"	0	46	54	41	23	6	0
"Asv1901"	0	0	0	0	0	0	9
"Asv1902"	0	200	137	0	0	0	0
"Asv1903"	180	22	49	30	18	0	0
"Asv1904"	84	829	575	370	137	41	0
"Asv1905"	0	19	9	0	0	0	0
"Asv1906"	429	1408	850	568	301	39	0
"Asv1907"	0	20	15	0	0	0	0
"Asv1908"	0	0	2	0	0	0	0
"Asv1909"	0	19	0	0	0	0	0
"Asv1910"	0	0	0	29	48	60	0
"Asv1911"	0	0	0	0	0	33	0
"Asv1912"	0	29	31	0	66	47	0
"Asv1913"	0	0	0	0	0	0	25
"Asv1914"	103	1051	1138	402	170	60	0
"Asv1915"	0	0	0	0	0	0	209
"Asv1916"	118	0	0	0	0	0	0
"Asv1917"	0	0	0	21	0	0	0
"Asv1918"	0	0	0	30	0	0	0
"Asv1919"	162	2967	1967	795	299	167	0
"Asv1920"	0	0	0	0	0	0	16
"Asv1921"	0	0	0	0	0	0	35
"Asv1922"	0	0	0	0	0	0	6
"Asv1923"	0	0	3	0	0	0	0
"Asv1924"	0	0	0	0	0	11	0
"Asv1925"	0	0	0	0	0	0	5
