OTU ID	depth10	depth100	depth120	depth135	depth150	depth165	depth200
7cba631a7310849a25f16864228bb8b4	0.0	0.0	0.0	0.0	0.0	0.0	1802.0
c03694dd4d9a306c6feb2533fe7df485	1626.0	45.0	31.0	46.0	17.0	0.0	0.0
37094778455a8d0643ed1ef47ab5026e	161.0	703.0	460.0	227.0	132.0	78.0	0.0
66161b5cdd6511e51303a36d23fb2ccd	1583.0	48.0	24.0	51.0	23.0	16.0	0.0
28374d94dfd4fae7db23f61faf401ffb	0.0	49.0	38.0	76.0	116.0	1445.0	0.0
41e6e9f0a48423f777fd3276cd09fcbb	946.0	276.0	218.0	170.0	98.0	0.0	0.0
8a210d2dadcd80bdaa6499b432b1e0ed	81.0	751.0	510.0	177.0	101.0	33.0	0.0
87d284cb7ce67bbc8bdf99f9fc8f5715	1397.0	69.0	49.0	71.0	0.0	36.0	0.0
618ce61d861e1094738e9ad47438baae	0.0	74.0	198.0	271.0	414.0	664.0	0.0
5c38592189f582da91d1481c1d47d045	0.0	302.0	401.0	269.0	345.0	297.0	0.0
b84c9f1ae90c1c1bb7fafdd8a0cfe82e	71.0	1116.0	293.0	73.0	0.0	58.0	0.0
7e9abfe8c00b50949b3037aa7181e2c8	1375.0	25.0	45.0	88.0	59.0	0.0	0.0
9dcc17b98babea8c32c692897a9ee9e8	1342.0	85.0	38.0	60.0	0.0	41.0	0.0
efd74ae7ed28f1eb4e2179788a5e8996	70.0	908.0	402.0	113.0	25.0	0.0	0.0
c36e74ee246284460add87c935e6b2b9	596.0	372.0	196.0	197.0	88.0	62.0	0.0
3209c9891daa2ff944823a240af37942	204.0	533.0	320.0	255.0	128.0	29.0	0.0
9682e882729bff5ab2c00942d9580353	94.0	693.0	394.0	153.0	69.0	31.0	0.0
c64a9445247b0c28251c9158be268cae	0.0	0.0	55.0	63.0	117.0	1193.0	0.0
9abf93290d11e5da60c5a86b47d481b3	1131.0	111.0	69.0	74.0	30.0	0.0	0.0
28cf0fd25d37d93f2fb8269f099cb455	1090.0	131.0	84.0	74.0	30.0	0.0	0.0
4735912a2f040b5dc9aba48e8bfaddf2	80.0	646.0	351.0	155.0	48.0	65.0	0.0
d0f30e8c70c89f82fada6fd860efcb75	0.0	0.0	0.0	0.0	0.0	0.0	1335.0
1710f99f1c3f9698db616250e16da9bc	1039.0	94.0	54.0	59.0	25.0	50.0	0.0
3e8f4f59516fbbd38e97ba237c2a4471	1167.0	42.0	30.0	47.0	27.0	0.0	0.0
31f13937fa7d066633b1ee4af5cb55bb	0.0	0.0	0.0	0.0	0.0	0.0	1265.0
51698d757789967ea833a972ef7a3d31	0.0	0.0	65.0	68.0	87.0	1027.0	0.0
d0be13d834350af36ac580dc88142025	896.0	146.0	53.0	83.0	23.0	37.0	0.0
8f345d55b0210e7ab0daf5dca3d6eeda	0.0	222.0	438.0	306.0	213.0	57.0	0.0
14442f811380a9276bc25e57a5031578	12.0	47.0	208.0	292.0	511.0	162.0	0.0
f14b9d5fda60961929e1a236e130ec8f	0.0	0.0	0.0	0.0	0.0	0.0	1230.0
de553d062fa2e276fd9a005dfff144da	169.0	585.0	293.0	114.0	40.0	27.0	0.0
8ac3571a9239f9c6f96e0ea7612b2966	247.0	462.0	256.0	71.0	44.0	45.0	0.0
8a11735e750a46f149fd0b576f159fd5	509.0	233.0	133.0	91.0	37.0	38.0	0.0
5a6493905a2c53eef6c41e20b22ba4f5	790.0	109.0	42.0	67.0	25.0	0.0	0.0
234bea8eafb7bdab734ace15cfa5aa0c	511.0	216.0	142.0	91.0	37.0	31.0	0.0
f302177c29484886df326ff86c3d8cc1	0.0	114.0	202.0	176.0	111.0	389.0	0.0
f091fd882eafc970f64200ffddb17c3f	362.0	298.0	167.0	94.0	31.0	35.0	0.0
4c6ccba520b23fb96c244b63fedbec56	479.0	243.0	152.0	77.0	27.0	0.0	0.0
8443d48c76eb47647951df265a233174	51.0	359.0	291.0	144.0	62.0	50.0	0.0
5e135a556aba6e320f1ff494805ea80f	29.0	98.0	221.0	162.0	108.0	334.0	0.0
4abdafbbf70dc77cede980854db61180	889.0	0.0	0.0	0.0	26.0	0.0	0.0
c7e856abe7806f16ca612629b84a4623	338.0	272.0	131.0	75.0	38.0	56.0	0.0
620615a179c3cc0edb0e515edeb2f639	711.0	74.0	56.0	53.0	0.0	0.0	0.0
d20280333f8b0778460cfd0e7770eb00	71.0	340.0	213.0	77.0	93.0	81.0	0.0
73d1deb4797c7e4387f8a67e47295d00	0.0	154.0	139.0	111.0	109.0	355.0	0.0
81941869e12517e881d029d8922f3d53	0.0	149.0	242.0	145.0	98.0	225.0	0.0
a9c8c144ab2586a6f3a97ef8ed2bc3f2	0.0	327.0	222.0	146.0	91.0	68.0	0.0
998dcbb8d636de45220a34032fa4e674	0.0	40.0	85.0	94.0	136.0	496.0	0.0
9ac7851176b49706768645e7eef501a7	201.0	315.0	163.0	137.0	32.0	0.0	0.0
d8baf3a1109d968cb55e7ef6e597d5fc	75.0	358.0	192.0	115.0	43.0	46.0	0.0
ab68ecf7c432bf1d1043d3e05eaf1195	46.0	306.0	293.0	111.0	67.0	0.0	0.0
a1c33e007bbf094eb8594a55929f8ff5	84.0	255.0	250.0	113.0	35.0	73.0	0.0
1b32874e36ae901e58ac3edd66f5304b	762.0	0.0	0.0	42.0	0.0	0.0	0.0
72452f590a2fe4c469307bae850a0f3a	29.0	126.0	134.0	119.0	96.0	299.0	0.0
de9ce3438d6e25c510ca4a1fe0994c59	0.0	289.0	302.0	153.0	57.0	0.0	0.0
e3269ea4d03347696fc42f2d0c0ac91c	9.0	40.0	102.0	81.0	125.0	443.0	0.0
b8ac040246d3fe2f3dfa1fd30979a4fd	41.0	416.0	232.0	82.0	28.0	0.0	0.0
b1e822e96b4f36a592c651a4deb9f51d	45.0	387.0	211.0	86.0	39.0	30.0	0.0
41c176f0486904409163503370b18c6d	19.0	385.0	191.0	78.0	42.0	63.0	0.0
8cbb039991df615400eceb050e4b572f	59.0	194.0	193.0	77.0	58.0	192.0	0.0
d301173bc4125e58ab06fe3acb57fd8f	23.0	394.0	210.0	70.0	75.0	0.0	0.0
f7a0ded0b7dcbd1f6ea4aac0f54a2b48	0.0	257.0	164.0	81.0	67.0	195.0	0.0
8be8d44b2963db6d8cd8d9b4bac09aef	0.0	235.0	229.0	76.0	58.0	160.0	0.0
7220adb5cacd58d2d4b94af96654d6c6	0.0	31.0	115.0	90.0	150.0	370.0	0.0
a71b8260e3cf00fa4efc92683b031b75	55.0	283.0	209.0	108.0	85.0	0.0	0.0
4e663a25c24406710527775c9d375261	124.0	293.0	202.0	85.0	32.0	0.0	0.0
3a573d764874717a09da4d5604befeca	0.0	25.0	46.0	37.0	55.0	563.0	0.0
b48b396d8488b3d2f30f0f2682a844de	127.0	202.0	244.0	106.0	38.0	0.0	0.0
26da10f626b93923380ab397a5ac9e87	88.0	206.0	197.0	129.0	68.0	23.0	0.0
449a09a0aea540d312322ce88d2c5545	0.0	0.0	0.0	0.0	0.0	0.0	703.0
8d5cea7ad840dbd198c8a9550ec27858	439.0	96.0	52.0	46.0	66.0	0.0	0.0
70a9a1c30c1daa9bee42bacf527cdc2d	0.0	0.0	0.0	0.0	0.0	0.0	698.0
a1c1298c52c701d9b339524de55f73f5	428.0	96.0	80.0	45.0	0.0	45.0	0.0
cabc471c7df18d5e830cdb25cc5e971d	0.0	0.0	0.0	0.0	0.0	0.0	685.0
9a0c2d523db2082251b089198065b0b2	474.0	103.0	63.0	42.0	0.0	0.0	0.0
72f1b3ec65b7f1e73c02226df649d14c	66.0	300.0	217.0	69.0	30.0	0.0	0.0
152b450bcfa606986c5662f9d4435c49	525.0	57.0	44.0	48.0	0.0	0.0	0.0
dc915e9bebafef0bbba83d34082b11c4	326.0	140.0	64.0	59.0	77.0	0.0	0.0
19d823c2169b39b7aae24c52b161eaf7	0.0	239.0	235.0	122.0	67.0	0.0	0.0
59110bbb8060acfdc33152bf4aeb03e4	0.0	219.0	240.0	114.0	68.0	18.0	0.0
8c979815163e849f1b5807d60a2ba965	56.0	185.0	161.0	68.0	57.0	126.0	0.0
7ce664ad29861b5a8322dd2487cf584a	43.0	221.0	243.0	91.0	53.0	0.0	0.0
943b977cead76c4759c25ad28d5bde73	0.0	281.0	185.0	66.0	40.0	68.0	0.0
605c41f5ea336a6e06a65de6453abb0a	30.0	311.0	200.0	92.0	0.0	0.0	0.0
6b48310b45e44c18cd31e1edf7563f43	222.0	185.0	101.0	83.0	37.0	0.0	0.0
b2817c37b8e2ad0820430cfea674d05f	335.0	119.0	80.0	44.0	0.0	46.0	0.0
b0f5ae2480bb89cc5640790c403d1d42	300.0	76.0	51.0	54.0	54.0	78.0	0.0
4f0aaf62d96cb58a6538c597618bbc52	483.0	41.0	52.0	0.0	36.0	0.0	0.0
0beaca7321de443af4710d46f26926be	19.0	277.0	174.0	50.0	40.0	43.0	0.0
1ade9d796a2fd6fe31961b25cc08183f	0.0	271.0	159.0	74.0	30.0	68.0	0.0
45e65c6f849a807f847ae0e488c22947	21.0	348.0	169.0	57.0	0.0	0.0	0.0
d2ed9a65d78af92a7bb02cd162ec77af	0.0	165.0	138.0	64.0	37.0	188.0	0.0
dbde9169e44ea4e9364d062440ad2749	0.0	0.0	0.0	0.0	0.0	0.0	589.0
4431db7c287af15d4201029d72f2e1fd	561.0	0.0	0.0	27.0	0.0	0.0	0.0
2950381231d46d75dfc26e35465c8102	399.0	84.0	53.0	41.0	0.0	9.0	0.0
627ebb777881ace4cbef89a4da34edde	257.0	117.0	91.0	0.0	56.0	63.0	0.0
2d195b61227ed7a612baf68bbc95d859	505.0	0.0	0.0	45.0	0.0	32.0	0.0
6e0349cc31e0edc9f67fe7306ad193b3	0.0	0.0	0.0	40.0	64.0	476.0	0.0
4e4c9156e0c43538445e32ad4a57280c	28.0	273.0	142.0	78.0	34.0	23.0	0.0
cd1acb6a746ffb417324282795d6b641	0.0	179.0	129.0	80.0	48.0	140.0	0.0
5e3171bfa6fb5239f95678b3f3c649bd	146.0	175.0	104.0	90.0	38.0	15.0	0.0
e99c298bf06a2b6bdad49291029314b2	464.0	0.0	0.0	40.0	62.0	0.0	0.0
b9c55d3df5b4d08c4c658d278db695af	0.0	48.0	105.0	114.0	118.0	180.0	0.0
79175d04bd1a43cf2a6f048f2f264b9e	93.0	33.0	17.0	0.0	421.0	0.0	0.0
96a9c589da1d52de8b4637528928607e	0.0	0.0	0.0	0.0	0.0	0.0	562.0
b0dae23f11e2557039348a4bab4f99f9	146.0	135.0	99.0	131.0	47.0	0.0	0.0
faf03a93c7e4981ab419c38a2fb8b094	330.0	85.0	47.0	49.0	0.0	44.0	0.0
09f3efbae4531e9394d3bd3bb261f33e	66.0	128.0	110.0	63.0	43.0	145.0	0.0
506f39172096c8fc6331ee212dea1e3d	0.0	142.0	156.0	61.0	57.0	126.0	0.0
b86ee9602b65ac22e3ab71da58bb9ca1	0.0	144.0	131.0	78.0	40.0	146.0	0.0
e84b6fede8853ff34f5bf43905c9e12f	34.0	235.0	144.0	68.0	36.0	20.0	0.0
c0f1e1cc903f4c5219baf86707432e32	0.0	232.0	159.0	98.0	45.0	0.0	0.0
1cc0cedd3b330b4e71f13b9d294b8601	85.0	115.0	89.0	133.0	66.0	40.0	0.0
b558c05976aa858b70944d0ab353df4b	330.0	82.0	55.0	59.0	0.0	0.0	0.0
a2b0cba6ca015156a6b973e2518a1024	294.0	90.0	48.0	44.0	49.0	0.0	0.0
fed89dd084a1cc5e4dc0a55f20416a83	0.0	43.0	90.0	118.0	125.0	141.0	0.0
9c35d5c6f7e4a0b9a5a5a89f1dbb82de	0.0	169.0	113.0	46.0	41.0	142.0	0.0
b9e06a63edb3564486b2f2d3782cd545	378.0	84.0	0.0	0.0	43.0	0.0	0.0
281a53cd42d1660663a3eb46a04b112e	194.0	118.0	88.0	50.0	50.0	0.0	0.0
2879f111759e5b9411d99daa5a488fb3	414.0	0.0	0.0	34.0	47.0	0.0	0.0
e346b5cfa1704a129c6f67c568a791ee	0.0	199.0	159.0	47.0	32.0	52.0	0.0
052745783f03e575954cc1288832de8b	216.0	47.0	96.0	73.0	56.0	0.0	0.0
abff2a94c6a3de6289b89fefd63c1edd	11.0	202.0	89.0	78.0	63.0	38.0	0.0
4d257dab00640d5e474f34ec424117f6	393.0	23.0	36.0	28.0	0.0	0.0	0.0
ae2d98e546fe30997abd5558b8382c76	29.0	117.0	130.0	57.0	47.0	94.0	0.0
7684754f568dc2fb45c9181514d49739	203.0	142.0	71.0	57.0	0.0	0.0	0.0
09f2a1ffb84ae272ac51e4caf8efa2b2	382.0	48.0	32.0	0.0	0.0	10.0	0.0
8670254b6389290119a5f0c77e8572bc	363.0	24.0	69.0	0.0	15.0	0.0	0.0
0675a62ad0d30dbf1f70e482ef25ccba	0.0	269.0	116.0	46.0	39.0	0.0	0.0
607d6da942ffd6113eefad52f4a5efd9	86.0	207.0	94.0	72.0	0.0	0.0	0.0
c55b9ced6213aa2552c7cb5e1c6b7b10	267.0	92.0	56.0	0.0	43.0	0.0	0.0
62a8a11009414380d216325d94d9133c	387.0	0.0	16.0	0.0	32.0	17.0	0.0
6c22e25428f4498e96ff7e0f8e8597e9	39.0	125.0	158.0	88.0	42.0	0.0	0.0
acb40bb3af59a567933fdaa97a9bbc60	145.0	154.0	75.0	75.0	0.0	0.0	0.0
4683a361223c6317cbd9575a8050ca94	0.0	34.0	61.0	39.0	52.0	262.0	0.0
d8c60ee2a461969e0ef4937de31a2ff7	271.0	0.0	70.0	84.0	22.0	0.0	0.0
59afd0becbad837ec27830a5426f6a33	326.0	44.0	53.0	22.0	0.0	0.0	0.0
c2660aa1583abd919c649c8ee4734c1c	0.0	0.0	0.0	0.0	0.0	0.0	441.0
489bcf12acf05e58143dbc8a89cd2e01	0.0	254.0	96.0	56.0	0.0	30.0	0.0
0d9c5f1ee9f224bc775eabe19bd8eeb3	383.0	29.0	0.0	0.0	0.0	23.0	0.0
09c022f4ced4130e9a0ee517854ea527	146.0	108.0	63.0	67.0	50.0	0.0	0.0
8dfbd11b72166758d8d77cb9ab08061f	77.0	172.0	118.0	66.0	0.0	0.0	0.0
eea70a6121f50575d5187930289a61c1	334.0	0.0	0.0	77.0	0.0	20.0	0.0
694b2957a35b18dbabfca8d2f3ff73be	303.0	44.0	48.0	34.0	0.0	0.0	0.0
6b170ccd456dfed5a72055a1ebea0bb7	34.0	94.0	130.0	53.0	42.0	76.0	0.0
94b07c05874ff2bb91448c6cb0867d89	326.0	41.0	0.0	60.0	0.0	0.0	0.0
9960e6eac94b493b94720892cbc93e54	33.0	113.0	112.0	51.0	29.0	84.0	0.0
e2617532158017ee84d58b525c561e39	0.0	71.0	92.0	82.0	81.0	89.0	0.0
0e89b611daa4f4cf3997f5be9d5b5ee6	292.0	63.0	58.0	0.0	0.0	0.0	0.0
86c14688d750219344ef35c41836df24	28.0	89.0	143.0	95.0	57.0	0.0	0.0
ea7196ca8fb61448229a9c5095473cb5	106.0	179.0	58.0	43.0	0.0	25.0	0.0
afeda8e1b94315f37f16f2ad3f719b16	158.0	138.0	71.0	43.0	0.0	0.0	0.0
ff65fd77391baed9ae63e9e55b7beff5	0.0	0.0	0.0	0.0	0.0	0.0	410.0
affb7e4c0c802f7a348595e6e859f883	0.0	140.0	136.0	71.0	62.0	0.0	0.0
95ef164aeb384996f9ceccbd8d0ce7fa	56.0	129.0	122.0	63.0	0.0	35.0	0.0
52d8fbc1fef7e8fb42e4337a8502933b	0.0	125.0	124.0	77.0	77.0	0.0	0.0
60a23350cd62addb747393b174992497	65.0	173.0	107.0	55.0	0.0	0.0	0.0
058bfad40fe8ef21c49d2791b09e888a	336.0	0.0	0.0	57.0	0.0	0.0	0.0
b81bbc3ec67dff19835daa61d4259294	0.0	0.0	42.0	55.0	44.0	250.0	0.0
ecc781b30add0747ec5d75a3cc11e11c	0.0	102.0	103.0	57.0	55.0	70.0	0.0
e3be99f3576a07ad60124812e163678e	0.0	40.0	66.0	97.0	143.0	38.0	0.0
4a836198e1c620eea4290495522c4644	232.0	120.0	0.0	0.0	0.0	31.0	0.0
11fb9555c387ab7af5002ff2c861b873	0.0	112.0	123.0	98.0	46.0	0.0	0.0
d5bbcc85df48808b64e62e8661a6ff44	63.0	97.0	110.0	43.0	32.0	28.0	0.0
0eb5de6c3d718295d1c38f3392f0b5f9	136.0	97.0	66.0	36.0	0.0	26.0	0.0
b2fdcac7600fdcbc2e94240e068cf3ed	304.0	27.0	0.0	0.0	0.0	25.0	0.0
641cca45bbecfbbe6e1652a4aa0a4ee2	0.0	95.0	120.0	51.0	22.0	64.0	0.0
b90203edeca657f472bbd5b63e4a9835	0.0	115.0	113.0	57.0	60.0	0.0	0.0
422f652fc439a2deb1899b420911e3fa	203.0	0.0	63.0	75.0	0.0	0.0	0.0
f16f8eca6d3adfe026fa687ed84c0ed8	269.0	23.0	0.0	47.0	0.0	0.0	0.0
dbb205886a03142c3d198a86476f412d	305.0	0.0	0.0	0.0	32.0	0.0	0.0
cde4a2f3a2b949e336c4fc1fd7ad87b9	0.0	200.0	137.0	0.0	0.0	0.0	0.0
3ae16aa3214821e867eb8126c718869c	324.0	0.0	0.0	0.0	0.0	0.0	0.0
c885e4b77b8e651ca68ef6711f99090e	0.0	51.0	46.0	67.0	107.0	52.0	0.0
c994e90fa27471eb84f3c04251c0ca3c	124.0	28.0	75.0	67.0	0.0	27.0	0.0
3ab228b8275acc71bc5a5a1d93360624	89.0	64.0	92.0	29.0	47.0	0.0	0.0
593d1466bd745b49e7604988f0849bb5	0.0	157.0	81.0	82.0	0.0	0.0	0.0
deb0aab66513283e691afe1a3ad7df47	52.0	121.0	76.0	32.0	35.0	0.0	0.0
fc3be80a2d0ab0aa231fab386b31937f	0.0	0.0	0.0	0.0	0.0	0.0	315.0
35c2112310cf003b78b77a08f1158bb2	0.0	152.0	87.0	45.0	26.0	0.0	0.0
1e5e0669460b34a8ef8cc7c329a17ebe	0.0	112.0	84.0	46.0	31.0	36.0	0.0
936280a3989e64c9fcff05d3dac8770c	305.0	0.0	0.0	0.0	0.0	0.0	0.0
c9c0470e91bfab5e85b0e705c7248c29	0.0	0.0	0.0	0.0	0.0	0.0	305.0
31bd1ebcdbef035b1b652398ab44b506	42.0	118.0	86.0	36.0	22.0	0.0	0.0
fc7bc65c20b87a3f589351bb249a3108	40.0	144.0	82.0	38.0	0.0	0.0	0.0
6d3b073558f3a004397b785dde9ee074	0.0	0.0	0.0	0.0	0.0	0.0	304.0
cdf3e36d3aca9a29ed82f31b62f93fa2	180.0	22.0	49.0	30.0	18.0	0.0	0.0
7eb9c16826383f5b73555e2a04ec9334	0.0	146.0	117.0	32.0	0.0	0.0	0.0
035dc96a784dfd0a41fe7e01f4a46f0f	0.0	89.0	47.0	41.0	48.0	68.0	0.0
250fb1e98376212743901c9334491af3	0.0	78.0	99.0	38.0	78.0	0.0	0.0
19e100476be85746c84ac7e782c0a994	233.0	27.0	0.0	32.0	0.0	0.0	0.0
f3123795c49db041563f2fc472424da1	17.0	66.0	85.0	31.0	21.0	72.0	0.0
beef639065e45d27a63e0abeccb2aff3	289.0	0.0	0.0	0.0	0.0	0.0	0.0
f4f73f516cd0bf3e666cb6ef449b94a5	0.0	84.0	63.0	31.0	63.0	46.0	0.0
0e2fd10e615ecdce0f3e240b59d7c024	0.0	0.0	71.0	102.0	109.0	0.0	0.0
02cabb02c901fc445688b1d039115913	46.0	125.0	56.0	33.0	0.0	21.0	0.0
69fd1a00e1714bfe59fe5fa260f0c9ad	0.0	68.0	57.0	36.0	70.0	47.0	0.0
dee566fbd10c6722f8126cd00dfbf10c	93.0	46.0	75.0	63.0	0.0	0.0	0.0
24814dcc62e6311dc3c5f384d1b24fb9	39.0	122.0	51.0	42.0	23.0	0.0	0.0
b2891d7efa9a662df604c2364dab7509	0.0	34.0	44.0	60.0	77.0	62.0	0.0
207ab6a3c7d497800f072a69a4388f94	0.0	125.0	66.0	55.0	29.0	0.0	0.0
247e2a0ff1bbb339bab6c9dc139bc6df	0.0	0.0	49.0	78.0	75.0	73.0	0.0
cb5c5fa61416a77c99c610bfae8beb93	47.0	134.0	76.0	0.0	0.0	17.0	0.0
7a50fc2fbfd773526a312477f473ec0f	0.0	154.0	64.0	26.0	30.0	0.0	0.0
322f73ebfed7027a0b29dc3e3edc8ce6	235.0	38.0	0.0	0.0	0.0	0.0	0.0
8936d44c47ccc5757b9ce8494fd66425	0.0	125.0	78.0	52.0	18.0	0.0	0.0
668deaf5e0a96268ce2661e00f5de2fd	0.0	134.0	66.0	0.0	30.0	40.0	0.0
975942a272e0ae195b5ed565d2fb9643	0.0	34.0	68.0	79.0	89.0	0.0	0.0
ef55101004e79c9d626737c35943cba9	0.0	0.0	48.0	68.0	96.0	56.0	0.0
